fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
154;152;2.0e-5;0.004741;0.004;935.0;935.0;935.0;1.0;4.66;1;-30.0;30.0
154;155;0.000319;0.024307;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
154;155;0.000319;0.024307;0.0;1188.0;1188.0;1188.0;1.005027;0.0;1;-30.0;30.0
157;158;0.000886;0.043837;0.0;632.0;632.0;632.0;1.002005;0.0;1;-30.0;30.0
2019;1578;0.003449;0.142867;0.0;386.0;386.0;386.0;1.0;0.0;1;-30.0;30.0
167;1578;0.000519;-0.007825;0.0;606.0;606.0;606.0;1.002005;0.0;1;-30.0;30.0
168;1578;0.000277;0.047507;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
2086;1579;0.001752;0.083864;0.0;608.0;608.0;608.0;1.0;0.0;1;-30.0;30.0
205;1553;0.000249;-0.004501;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
205;1579;0.000152;-0.00644;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
206;1553;6.9e-5;0.029294;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
206;1579;0.00018;0.03151;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
1830;226;0.000312;0.024979;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
227;228;0.000332;0.024931;0.0;1186.0;1186.0;1186.0;1.001;0.0;1;-30.0;30.0
227;228;0.000332;0.024931;0.0;1186.0;1186.0;1186.0;1.001;0.0;1;-30.0;30.0
229;230;6.9e-5;0.056094;0.0;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
241;242;0.006133;0.237422;0.0;133.0;133.0;133.0;0.938967;0.0;1;-30.0;30.0
2030;1554;0.003428;0.143421;0.0;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
2029;1580;0.003366;0.141343;0.0;390.0;390.0;390.0;1.0;0.0;1;-30.0;30.0
249;1554;0.000499;-0.008379;0.0;606.0;606.0;606.0;1.002005;0.0;1;-30.0;30.0
248;1580;0.000325;-0.008726;0.0;557.0;557.0;557.0;1.002005;0.0;1;-30.0;30.0
250;1554;0.000298;0.048407;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
250;1580;0.000381;0.047715;0.0;557.0;557.0;557.0;1.0;0.0;1;-30.0;30.0
2031;1555;0.001758;0.081091;0.0;690.0;690.0;690.0;1.00705;0.0;1;-30.0;30.0
2025;1602;0.001801;0.088435;0.0;633.0;633.0;633.0;0.985222;0.0;1;-30.0;30.0
2046;1613;0.001807;0.093629;0.0;598.0;598.0;598.0;0.985222;0.0;1;-30.0;30.0
2032;1622;0.001821;0.092936;0.0;602.0;602.0;602.0;0.985222;0.0;1;-30.0;30.0
253;1555;0.000166;-0.005062;0.0;1168.0;1168.0;1168.0;1.002005;0.0;1;-30.0;30.0
254;1602;0.000166;-0.010873;0.0;1184.0;1184.0;1184.0;1.002005;0.0;1;-30.0;30.0
254;1613;0.000152;-0.007756;0.0;1184.0;1184.0;1184.0;1.002005;0.0;1;-30.0;30.0
253;1622;0.000118;-0.007618;0.0;1184.0;1184.0;1184.0;1.002005;0.0;1;-30.0;30.0
258;1555;0.000201;0.026437;0.0;1168.0;1168.0;1168.0;1.0;0.0;1;-30.0;30.0
257;1602;0.000166;0.038296;0.0;956.0;956.0;956.0;1.0;0.0;1;-30.0;30.0
258;1613;0.000187;0.03518;0.0;1040.0;1040.0;1040.0;1.0;0.0;1;-30.0;30.0
257;1622;0.00018;0.034695;0.0;1055.0;1055.0;1055.0;1.0;0.0;1;-30.0;30.0
267;269;0.000325;0.026801;0.0;1177.0;1177.0;1177.0;1.0;0.0;1;-30.0;30.0
267;268;0.000319;0.026593;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
270;271;0.007664;0.250785;0.0;123.0;123.0;123.0;1.0;0.0;1;-30.0;30.0
270;271;0.007664;0.250785;0.0;123.0;123.0;123.0;1.0;0.0;1;-30.0;30.0
270;271;0.007664;0.250785;0.0;123.0;123.0;123.0;1.0;0.0;1;-30.0;30.0
278;1556;0.004224;0.148199;0.0;415.0;415.0;415.0;1.0;0.0;1;-30.0;30.0
279;1556;0.000388;-0.009003;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
279;1581;0.00063;-0.005194;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
280;1556;0.000395;0.049169;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
280;1581;3.5e-5;0.048476;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
2062;1603;0.003802;0.098338;0.0;569.0;569.0;569.0;1.0;0.0;1;-30.0;30.0
290;291;0.000325;0.027147;0.0;1168.0;1168.0;1168.0;0.999001;0.0;1;-30.0;30.0
290;291;0.000319;0.027216;0.0;1165.0;1165.0;1165.0;0.999001;0.0;1;-30.0;30.0
290;1603;0.000229;-0.008102;0.0;1186.0;1186.0;1186.0;1.002005;0.0;1;-30.0;30.0
292;1603;8.3e-5;0.035734;0.0;1024.0;1024.0;1024.0;1.0;0.0;1;-30.0;30.0
2047;1604;0.001655;0.091413;0.0;612.0;612.0;612.0;0.985222;0.0;1;-30.0;30.0
307;308;0.000339;0.027285;0.0;1162.0;1162.0;1162.0;1.0;0.0;1;-30.0;30.0
307;308;0.000339;0.027355;0.0;1159.0;1159.0;1159.0;1.0;0.0;1;-30.0;30.0
307;1604;0.000132;-0.007479;0.0;1186.0;1186.0;1186.0;1.002005;0.0;1;-30.0;30.0
308;1604;0.000173;0.034764;0.0;1053.0;1053.0;1053.0;1.0;0.0;1;-30.0;30.0
327;328;0.002469;0.533333;0.0;118.0;118.0;118.0;1.0;0.0;1;-30.0;30.0
346;347;0.000325;0.025139;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
345;347;0.000325;0.025346;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
348;350;0.000332;0.027078;0.0;1165.0;1165.0;1165.0;1.0;0.0;1;-30.0;30.0
348;350;0.000325;0.027355;0.0;1153.0;1153.0;1153.0;0.999001;0.0;1;-30.0;30.0
348;350;0.000817;0.042313;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
348;350;0.000686;0.043075;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
361;363;0.000319;0.024723;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
360;363;0.000332;0.024931;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
2014;1623;0.002216;0.086634;0.0;679.0;679.0;679.0;1.0;0.0;1;-30.0;30.0
1623;368;0.000402;-0.007341;0.0;581.0;581.0;581.0;1.049318;0.0;1;-30.0;30.0
368;369;0.000263;0.025277;0.0;585.0;585.0;585.0;0.959693;0.0;1;-30.0;30.0
368;369;0.000319;0.024862;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
369;1623;0.000242;0.03144;0.0;581.0;581.0;581.0;1.0;0.0;1;-30.0;30.0
388;390;0.000332;0.024654;0.0;1184.0;1184.0;1184.0;1.001;0.0;1;-30.0;30.0
388;390;0.000312;0.024654;0.0;1184.0;1184.0;1184.0;1.001;0.0;1;-30.0;30.0
396;397;0.006133;0.237422;0.0;133.0;133.0;133.0;0.938967;0.0;1;-30.0;30.0
420;1557;0.000263;-0.005471;0.0;1184.0;1184.0;1184.0;0.996016;0.0;1;-30.0;30.0
421;1557;6.2e-5;0.032895;0.0;965.0;965.0;965.0;1.0;0.0;1;-30.0;30.0
435;436;0.000325;0.027355;0.0;1153.0;1153.0;1153.0;0.999001;0.0;1;-30.0;30.0
435;436;0.000796;0.041551;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
435;436;0.000727;0.048753;0.0;607.0;607.0;607.0;0.996016;0.0;1;-30.0;30.0
435;436;0.000325;0.027562;0.0;1145.0;1145.0;1145.0;1.0;0.0;1;-30.0;30.0
2020;1614;0.001794;0.090166;0.0;350.0;350.0;350.0;1.0;0.0;1;-30.0;30.0
440;1614;0.000159;-0.007133;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
440;1624;0.000277;-0.005609;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
441;1614;0.000173;0.033726;0.0;942.0;942.0;942.0;1.0;0.0;1;-30.0;30.0
441;1624;6.2e-5;0.032964;0.0;963.0;963.0;963.0;1.0;0.0;1;-30.0;30.0
442;443;0.000325;0.024792;0.0;1184.0;1184.0;1184.0;1.001;0.0;1;-30.0;30.0
456;458;0.000332;0.025069;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
456;458;0.000332;0.024931;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
2033;1558;0.001814;0.093837;0.0;336.0;336.0;336.0;1.0;0.0;1;-30.0;30.0
461;1558;0.000145;-0.007548;0.0;1187.0;1187.0;1187.0;1.002005;0.0;1;-30.0;30.0
461;1582;0.000533;-0.004848;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
462;1558;0.000187;0.03428;0.0;926.0;926.0;926.0;1.0;0.0;1;-30.0;30.0
462;1582;0.000173;0.053186;0.0;597.0;597.0;597.0;1.0;0.0;1;-30.0;30.0
527;528;0.000735;0.044668;0.0;593.0;593.0;593.0;0.959693;0.0;1;-30.0;30.0
2021;1583;0.003435;0.08608;0.0;639.0;639.0;639.0;1.0;0.0;1;-30.0;30.0
551;553;0.000803;0.034418;0.0;605.0;605.0;605.0;1.002005;0.0;1;-30.0;30.0
551;1583;0.000277;-0.004709;0.0;1184.0;1184.0;1184.0;1.001;0.0;1;-30.0;30.0
553;1583;4.8e-5;0.029571;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
555;556;0.000319;0.024792;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
558;559;0.000332;0.024723;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
558;559;0.000305;0.025;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
586;587;0.000319;0.02687;0.0;1174.0;1174.0;1174.0;1.0;0.0;1;-30.0;30.0
586;587;0.000339;0.02687;0.0;1174.0;1174.0;1174.0;1.0;0.0;1;-30.0;30.0
586;587;0.00036;0.027285;0.0;1156.0;1156.0;1156.0;1.0;0.0;1;-30.0;30.0
595;596;0.002909;0.158587;0.0;200.0;200.0;200.0;1.031993;0.0;1;-30.0;30.0
595;597;0.002832;0.157202;0.0;202.0;202.0;202.0;1.021451;0.0;1;-30.0;30.0
2015;1559;0.001683;0.083379;0.0;737.0;737.0;737.0;1.0;0.0;1;-30.0;30.0
1559;602;0.000152;-0.006163;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
603;1559;0.000159;0.031163;0.0;1024.0;1024.0;1024.0;1.0;0.0;1;-30.0;30.0
430;605;0.000119;0.00796;0.0;418.0;418.0;418.0;1.0;-1.9399999999999997;1;-30.0;30.0
614;615;0.005096;0.143921;0.0;221.0;221.0;221.0;1.0;0.0;1;-30.0;30.0
614;615;0.005531;0.188247;0.0;169.0;169.0;169.0;1.012149;0.0;1;-30.0;30.0
622;623;0.000713;0.043283;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
622;623;0.000769;0.043837;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
633;635;0.000319;0.027424;0.0;1157.0;1157.0;1157.0;1.0;0.0;1;-30.0;30.0
633;635;0.000319;0.027355;0.0;1159.0;1159.0;1159.0;1.0;0.0;1;-30.0;30.0
649;650;0.002074;0.161778;0.0;195.0;195.0;195.0;0.7446;0.0;1;-30.0;30.0
649;650;0.002074;0.161778;0.0;195.0;195.0;195.0;0.875657;0.0;1;-30.0;30.0
657;658;0.005472;0.190025;0.0;166.0;166.0;166.0;1.0;0.0;1;-30.0;30.0
674;675;0.000319;0.024307;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
677;679;0.000693;0.048753;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
677;678;0.000796;0.042452;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
701;702;0.0032;0.124444;0.0;257.0;257.0;257.0;1.0;0.0;1;-30.0;30.0
1833;709;0.000332;0.024862;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
1833;1584;0.000145;-0.006371;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
708;1605;0.000132;-0.006302;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
709;1584;0.000187;0.031163;0.0;1024.0;1024.0;1024.0;1.0;0.0;1;-30.0;30.0
709;1605;0.000187;0.03144;0.0;1015.0;1015.0;1015.0;1.0;0.0;1;-30.0;30.0
710;711;0.000845;0.042729;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
716;717;0.001936;0.115358;0.0;269.0;269.0;269.0;1.023541;0.0;1;-30.0;30.0
718;719;0.000332;0.024238;0.0;1186.0;1186.0;1186.0;1.001;0.0;1;-30.0;30.0
718;719;0.000332;0.024238;0.0;1184.0;1184.0;1184.0;1.001;0.0;1;-30.0;30.0
729;730;0.004543;0.137284;0.0;224.0;224.0;224.0;0.952381;0.0;1;-30.0;30.0
732;733;0.00081;0.039266;0.0;600.0;600.0;600.0;1.005027;0.0;1;-30.0;30.0
732;733;0.00081;0.039612;0.0;600.0;600.0;600.0;1.005027;0.0;1;-30.0;30.0
736;737;0.003338;0.158025;0.0;202.0;202.0;202.0;0.98912;0.0;1;-30.0;30.0
741;742;0.001842;0.101731;0.0;310.0;310.0;310.0;0.984249;0.0;1;-30.0;30.0
741;743;0.001821;0.100762;0.0;313.0;313.0;313.0;0.996016;0.0;1;-30.0;30.0
747;748;0.001956;0.003956;0.0;974.0;974.0;974.0;1.0;0.0;1;-30.0;30.0
2052;1606;0.004862;0.209488;0.0;293.0;293.0;293.0;1.0;0.0;1;-30.0;30.0
763;764;0.000665;0.043075;0.0;600.0;600.0;600.0;1.005027;0.0;1;-30.0;30.0
763;764;0.000672;0.04356;0.0;600.0;600.0;600.0;1.005027;0.0;1;-30.0;30.0
1606;763;0.000554;-0.004224;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
764;1606;0.000118;0.047576;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
765;766;0.000679;0.04536;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
765;766;0.000686;0.045083;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
772;774;0.000332;0.024862;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
772;774;0.000319;0.024792;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
772;774;0.000319;0.025139;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
2016;1560;0.004993;0.223892;0.0;141.0;141.0;141.0;1.0;0.0;1;-30.0;30.0
775;1560;0.000651;-0.005055;0.0;547.0;547.0;547.0;0.996016;0.0;1;-30.0;30.0
776;1560;4.2e-5;0.05374;0.0;547.0;547.0;547.0;1.0;0.0;1;-30.0;30.0
779;783;0.003378;0.105679;0.0;301.0;301.0;301.0;0.968054;0.0;1;-30.0;30.0
779;783;0.003299;0.107654;0.0;295.0;295.0;295.0;0.978474;0.0;1;-30.0;30.0
780;784;0.001807;0.100831;0.0;317.0;317.0;317.0;0.95602;0.0;1;-30.0;30.0
780;784;0.00178;0.100139;0.0;319.0;319.0;319.0;0.95602;0.0;1;-30.0;30.0
783;784;0.000759;0.035838;0.0;886.0;886.0;886.0;1.001;0.0;1;-30.0;30.0
2059;1561;0.001807;0.088296;0.0;357.0;357.0;357.0;1.0;0.0;1;-30.0;30.0
2043;1585;0.001794;0.092175;0.0;342.0;342.0;342.0;1.0;0.0;1;-30.0;30.0
785;1561;0.000145;-0.011219;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
785;1585;0.000139;-0.007687;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
786;1561;0.000194;0.038781;0.0;819.0;819.0;819.0;1.0;0.0;1;-30.0;30.0
787;1585;0.000187;0.034903;0.0;910.0;910.0;910.0;1.0;0.0;1;-30.0;30.0
791;792;0.000319;0.024862;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
791;792;0.000325;0.024862;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
801;1562;0.000443;-0.004848;0.0;606.0;606.0;606.0;1.005027;0.0;1;-30.0;30.0
801;1586;0.000305;-0.007133;0.0;606.0;606.0;606.0;1.005027;0.0;1;-30.0;30.0
801;802;0.000734;0.024654;0.0;1188.0;1188.0;1188.0;1.0;0.0;1;-30.0;30.0
802;1562;0.000249;0.047992;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
802;1586;0.000506;0.046814;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
2064;1587;0.003386;0.156994;0.0;357.0;357.0;357.0;1.00705;0.0;1;-30.0;30.0
2063;1607;0.001794;0.093906;0.0;596.0;596.0;596.0;0.986193;0.0;1;-30.0;30.0
813;1563;0.000152;-0.011219;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
813;1587;0.000443;-0.011011;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
813;1607;0.000215;-0.005194;0.0;1186.0;1186.0;1186.0;0.996016;0.0;1;-30.0;30.0
813;1615;0.000145;-0.011496;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
814;1563;0.000187;0.038296;0.0;956.0;956.0;956.0;1.0;0.0;1;-30.0;30.0
814;1587;0.000374;0.053463;0.0;606.0;606.0;606.0;1.0;0.0;1;-30.0;30.0
814;1607;9.7e-5;0.032064;0.0;1141.0;1141.0;1141.0;1.0;0.0;1;-30.0;30.0
814;1615;0.000194;0.038435;0.0;952.0;952.0;952.0;1.0;0.0;1;-30.0;30.0
818;1564;0.000229;-0.004571;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
820;1588;0.000215;-0.004432;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
819;821;0.000312;0.025069;0.0;1186.0;1186.0;1186.0;0.999001;0.0;1;-30.0;30.0
821;1564;9.7e-5;0.029363;0.0;1087.0;1087.0;1087.0;1.0;0.0;1;-30.0;30.0
821;1588;9.7e-5;0.029086;0.0;1097.0;1097.0;1097.0;1.0;0.0;1;-30.0;30.0
2078;1589;0.001787;0.089335;0.0;626.0;626.0;626.0;1.0;0.0;1;-30.0;30.0
2065;1616;0.001842;0.091205;0.0;614.0;614.0;614.0;1.0;0.0;1;-30.0;30.0
836;839;0.000325;0.027355;0.0;1159.0;1159.0;1159.0;1.0;0.0;1;-30.0;30.0
837;1589;0.000152;-0.011357;0.0;1187.0;1187.0;1187.0;1.0;0.0;1;-30.0;30.0
836;1608;0.000145;-0.00741;0.0;1187.0;1187.0;1187.0;1.0;0.0;1;-30.0;30.0
836;1616;0.000125;-0.007756;0.0;1187.0;1187.0;1187.0;1.0;0.0;1;-30.0;30.0
839;1589;0.000187;0.038435;0.0;952.0;952.0;952.0;1.0;0.0;1;-30.0;30.0
838;1608;0.000194;0.034626;0.0;1057.0;1057.0;1057.0;1.0;0.0;1;-30.0;30.0
838;1616;0.000215;0.034903;0.0;1049.0;1049.0;1049.0;1.0;0.0;1;-30.0;30.0
849;851;0.000319;0.024792;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
849;851;0.000319;0.024792;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
2036;1565;0.003733;0.147368;0.0;374.0;374.0;374.0;1.0;0.0;1;-30.0;30.0
2037;1590;0.003781;0.146814;0.0;375.0;375.0;375.0;1.0;0.0;1;-30.0;30.0
854;1565;0.00045;-0.014404;0.0;567.0;567.0;567.0;1.0;0.0;1;-30.0;30.0
854;1590;0.000471;-0.013712;0.0;581.0;581.0;581.0;1.0;0.0;1;-30.0;30.0
854;857;0.000803;0.034903;0.0;581.0;581.0;581.0;1.0;0.0;1;-30.0;30.0
857;1565;0.000381;0.050623;0.0;567.0;567.0;567.0;1.0;0.0;1;-30.0;30.0
857;1590;0.000367;0.050554;0.0;581.0;581.0;581.0;1.0;0.0;1;-30.0;30.0
898;1566;0.000235;-0.004294;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
898;1591;0.000145;-0.006233;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
899;1566;9.0e-5;0.029086;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
899;1591;0.000194;0.031233;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
1272;904;0.000119;0.009086;0.0;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
966;967;0.000284;0.024792;0.0;1186.0;1186.0;1186.0;1.046025;0.0;1;-30.0;30.0
977;979;0.00187;0.101731;0.0;310.0;310.0;310.0;0.984249;0.0;1;-30.0;30.0
977;978;0.001773;0.099862;0.0;316.0;316.0;316.0;0.994033;0.0;1;-30.0;30.0
431;999;4.2e-5;0.000339;0.0061;1184.0;1184.0;1184.0;1.0;-9.95;1;-30.0;30.0
998;999;0.000679;0.042867;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
2053;1567;0.001773;0.092729;0.0;603.0;603.0;603.0;0.985222;0.0;1;-30.0;30.0
2054;1609;0.001856;0.093213;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
1012;1567;0.000111;-0.007895;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
1013;1592;0.00027;-0.005402;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
1012;1609;0.000152;-0.007964;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
1015;1617;0.000152;-0.007271;0.0;1184.0;1184.0;1184.0;1.0;0.0;1;-30.0;30.0
1014;1018;0.000325;0.027078;0.0;1171.0;1171.0;1171.0;1.0;0.0;1;-30.0;30.0
1017;1567;0.000222;0.03518;0.0;1040.0;1040.0;1040.0;1.0;0.0;1;-30.0;30.0
1017;1592;5.5e-5;0.032756;0.0;1117.0;1117.0;1117.0;1.0;0.0;1;-30.0;30.0
1018;1609;0.000201;0.034764;0.0;1053.0;1053.0;1053.0;1.0;0.0;1;-30.0;30.0
1018;1617;0.000194;0.034141;0.0;1072.0;1072.0;1072.0;1.0;0.0;1;-30.0;30.0
1022;1023;0.000339;0.027285;0.0;1156.0;1156.0;1156.0;1.0;0.0;1;-30.0;30.0
1040;1568;0.000215;-0.00554;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
1040;1041;0.000325;0.027355;0.0;1154.0;1154.0;1154.0;1.0;0.0;1;-30.0;30.0
1041;1568;0.000125;0.033241;0.0;955.0;955.0;955.0;1.0;0.0;1;-30.0;30.0
1273;1052;0.000119;0.009086;0.0;473.0;473.0;473.0;1.0;-6.32;1;-30.0;30.0
1055;1056;0.000319;0.024307;0.0;1188.0;1188.0;1188.0;1.0;0.0;1;-30.0;30.0
1055;1056;0.000339;0.025;0.0;1188.0;1188.0;1188.0;1.0;0.0;1;-30.0;30.0
1055;1056;0.000325;0.024584;0.0;1188.0;1188.0;1188.0;1.0;0.0;1;-30.0;30.0
1079;1080;0.000817;0.04349;0.0;608.0;608.0;608.0;1.0;0.0;1;-30.0;30.0
1079;1080;0.000319;0.027978;0.0;1136.0;1136.0;1136.0;1.005027;0.0;1;-30.0;30.0
1108;1110;0.000713;0.048546;0.0;606.0;606.0;606.0;0.996016;0.0;1;-30.0;30.0
1109;1110;0.000332;0.026939;0.0;1177.0;1177.0;1177.0;1.0;0.0;1;-30.0;30.0
1109;1110;0.000319;0.026385;0.0;1187.0;1187.0;1187.0;1.0;0.0;1;-30.0;30.0
2048;1593;0.001904;0.155471;0.0;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
1125;1569;0.000519;-0.00831;0.0;600.0;600.0;600.0;1.002005;0.0;1;-30.0;30.0
1125;1593;0.000471;-0.008033;0.0;600.0;600.0;600.0;1.002005;0.0;1;-30.0;30.0
1126;1569;0.000277;0.047922;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
1126;1593;0.00036;0.049584;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
1127;1128;0.000796;0.041413;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
1127;1128;0.000831;0.039681;0.0;606.0;606.0;606.0;0.994036;0.0;1;-30.0;30.0
1149;1150;0.000332;0.024792;0.0;1186.0;1186.0;1186.0;1.001;0.0;1;-30.0;30.0
1149;1150;0.000332;0.024792;0.0;1182.0;1182.0;1182.0;1.001;0.0;1;-30.0;30.0
2049;1570;0.001655;0.09259;0.0;604.0;604.0;604.0;1.0;0.0;1;-30.0;30.0
1157;1570;0.000118;-0.005956;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
1156;1158;0.000325;0.024862;0.0;1186.0;1186.0;1186.0;1.002005;0.0;1;-30.0;30.0
1158;1570;0.000187;0.032964;0.0;1110.0;1110.0;1110.0;1.0;0.0;1;-30.0;30.0
1162;1163;0.000319;0.024792;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
1164;1571;0.00081;-0.007802;0.0;435.0;435.0;435.0;1.0;0.0;1;-30.0;30.0
1164;1594;0.00081;-0.007802;0.0;435.0;435.0;435.0;1.0;0.0;1;-30.0;30.0
2038;1572;0.003428;0.084557;0.0;726.0;726.0;726.0;1.0;0.0;1;-30.0;30.0
1572;1173;0.000277;-0.00464;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
1173;1174;0.000339;0.024931;0.0;1186.0;1186.0;1186.0;1.0;0.0;1;-30.0;30.0
1174;1572;6.2e-5;0.029571;0.0;1079.0;1079.0;1079.0;1.0;0.0;1;-30.0;30.0
1179;1181;0.001177;0.042382;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
1610;1179;0.000499;-0.006925;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
1618;1179;0.000353;-0.010873;0.0;600.0;600.0;600.0;1.0;0.0;1;-30.0;30.0
1181;1610;0.000201;0.055402;0.0;576.0;576.0;576.0;1.0;0.0;1;-30.0;30.0
1180;1618;0.000429;0.05374;0.0;594.0;594.0;594.0;1.0;0.0;1;-30.0;30.0
1199;1200;0.000291;0.024792;0.0;1186.0;1186.0;1186.0;1.005027;0.0;1;-30.0;30.0
2039;1625;0.004813;0.21295;0.0;289.0;289.0;289.0;1.0;0.0;1;-30.0;30.0
1625;1215;0.000457;-0.005194;0.0;557.0;557.0;557.0;1.0;0.0;1;-30.0;30.0
1215;1216;0.000796;0.048199;0.0;557.0;557.0;557.0;0.996016;0.0;1;-30.0;30.0
1216;1625;0.000242;0.047438;0.0;557.0;557.0;557.0;1.0;0.0;1;-30.0;30.0
1237;1238;0.003556;0.127407;0.0;243.0;243.0;243.0;1.02459;0.0;1;-30.0;30.0
1257;1258;0.00164;0.118519;0.0;259.0;259.0;259.0;1.007049;0.0;1;-30.0;30.0
1259;1260;0.000783;0.042936;0.0;600.0;600.0;600.0;0.996016;0.0;1;-30.0;30.0
